Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,AccountAge
$0.60 ,"$22,950 ",1,63,1,0,1,0,1,0,1,1,7
$2.09 ,"$1,150 ",0,48,1,0,0,1,0,0,1,0,8
$0.17 ,$53 ,0,56,1,0,0,0,0,1,1,0,4
$0.54 ,"$2,013 ",0,47,1,1,1,1,0,1,0,1,7
$0.40 ,$21 ,0,49,1,0,0,0,0,1,0,0,6
$0.37 ,$30 ,0,48,1,0,0,0,0,1,0,0,7
$0.30 ,$26 ,0,51,1,0,0,0,0,1,0,0,6
$2.67 ,"$2,384 ",0,53,1,0,1,1,0,1,1,0,6
$1.44 ,$552 ,0,74,1,0,0,1,0,0,1,0,2
$1.08 ,"$166,461 ",0,23,1,0,0,1,1,0,0,1,5
$0.97 ,"$2,247 ",1,23,1,0,0,1,0,0,1,0,6
$6.36 ,"$3,767 ",0,24,1,0,1,1,0,0,1,0,8
$0.52 ,"$8,544 ",0,22,1,0,0,1,0,0,1,0,5
$0.24 ,$4 ,0,26,0,0,1,0,0,1,0,0,1
$1.16 ,"$40,055 ",0,31,0,0,0,0,1,0,0,1,3
$0.11 ,$7 ,1,33,0,0,0,0,0,1,1,0,2
$0.11 ,$6 ,0,33,1,0,1,0,0,1,1,0,2
$1.39 ,$500 ,0,30,1,0,0,1,0,0,1,0,5
$0.48 ,$111 ,0,29,1,0,0,0,0,1,0,0,4
$1.15 ,"$38,584 ",0,29,1,0,0,0,1,0,1,1,4
$3.35 ,"$76,203 ",0,27,0,0,1,0,1,0,0,1,4
$0.54 ,"$5,500 ",0,31,0,0,0,0,1,0,1,1,3
$0.80 ,"$16,000 ",0,32,1,0,1,0,1,0,0,1,4
$1.13 ,"$22,980 ",0,32,1,0,0,0,1,0,0,1,4
$1.86 ,"$49,946 ",0,28,1,0,0,0,1,0,0,1,3
$0.20 ,$81 ,0,32,1,0,0,0,0,1,1,0,1
$1.01 ,"$22,501 ",0,32,0,0,0,0,1,0,1,1,4
$1.29 ,$156 ,0,26,1,0,0,0,0,1,1,0,3
$3.59 ,"$15,000 ",0,32,1,0,0,0,1,0,0,1,8
$2.16 ,"$1,606 ",1,34,1,0,0,1,0,1,1,0,4
$0.55 ,"$36,392 ",0,26,1,0,0,0,1,0,1,1,0
$0.51 ,"$1,990 ",0,31,1,0,0,1,0,0,1,0,8
$0.69 ,$181 ,0,27,1,0,0,0,0,1,1,0,4
$1.70 ,"$35,000 ",1,34,1,0,0,0,1,0,0,1,4
$0.09 ,$7 ,0,30,1,0,0,0,0,1,1,0,6
$0.20 ,"$15,000 ",0,34,1,0,0,0,1,0,1,1,6
$0.02 ,$3 ,0,31,1,0,0,0,0,1,1,0,2
$0.29 ,$8 ,0,30,0,0,0,0,0,1,1,0,4
$0.31 ,$134 ,0,28,1,0,0,0,0,1,1,0,4
$9.72 ,"$26,318 ",0,29,1,0,1,1,0,0,1,0,3
$1.97 ,"$5,776 ",0,26,1,0,0,1,0,0,0,0,8
$1.61 ,"$30,000 ",0,40,1,0,0,0,1,0,1,1,9
$3.82 ,"$5,606 ",0,37,1,1,0,1,0,1,1,1,6
$0.24 ,$196 ,0,40,1,0,0,0,0,1,1,0,7
$1.52 ,"$50,175 ",0,38,1,0,0,0,1,0,1,1,6
$17.04 ,"$43,162 ",1,45,1,0,0,0,1,0,0,1,0
$1.15 ,"$38,500 ",0,41,1,0,0,0,1,0,1,1,5
$0.22 ,"$8,875 ",0,37,1,0,0,0,1,0,1,1,7
$1.16 ,"$35,000 ",0,37,1,0,0,0,1,0,0,1,8
$0.85 ,"$9,924 ",0,37,1,0,0,0,1,0,0,1,3
$1.28 ,"$50,001 ",0,37,1,0,0,0,1,1,0,1,6
$1.75 ,"$43,059 ",0,43,1,0,1,0,1,1,0,1,9
$0.41 ,"$20,000 ",0,42,1,0,1,0,1,0,0,1,11
$1.24 ,"$4,889 ",0,41,1,0,1,0,0,1,1,0,7
$2.23 ,"$58,986 ",0,38,1,0,0,0,1,0,0,1,6
$2.25 ,"$55,946 ",0,42,1,0,0,0,1,0,1,1,6
$0.15 ,$41 ,0,42,1,0,1,0,0,1,1,0,7
$1.23 ,"$80,000 ",0,44,1,0,0,0,1,0,0,1,2
$0.58 ,$219 ,0,38,1,0,1,0,1,1,0,0,7
$0.40 ,$35 ,1,42,1,0,1,0,0,1,1,0,11
$6.36 ,"$2,000 ",0,38,1,1,0,1,0,0,0,1,6
$0.19 ,$81 ,0,43,1,0,1,0,0,1,0,0,5
$1.18 ,$591 ,0,40,1,0,1,1,0,1,0,0,3
$2.96 ,"$17,652 ",0,43,0,0,0,0,1,1,0,1,5
$5.56 ,"$6,000 ",0,43,1,0,0,0,1,0,0,1,4
$2.26 ,"$14,950 ",0,36,1,0,1,0,1,0,0,1,4
$2.38 ,"$34,200 ",0,38,1,0,0,0,1,0,1,1,8
$1.05 ,"$10,000 ",0,42,1,0,0,0,1,0,1,1,3
$8.33 ,"$37,000 ",0,40,1,0,0,0,1,0,1,1,9
$0.63 ,$21 ,1,44,1,0,0,0,0,1,0,0,7
$0.24 ,$232 ,0,40,1,1,1,0,0,1,1,1,11
$7.29 ,"$12,051 ",0,43,0,0,1,0,0,1,0,0,7
$1.82 ,"$34,243 ",0,44,0,0,0,0,1,0,0,1,3
$3.52 ,"$40,475 ",1,42,1,0,0,0,1,0,0,1,8
$1.76 ,"$85,000 ",0,36,0,0,1,0,1,0,0,1,3
$5.10 ,"$2,000 ",1,36,1,0,0,1,0,0,1,0,7
$3.44 ,"$2,229 ",0,39,1,0,0,1,0,0,1,0,8
$2.62 ,"$4,553 ",0,44,0,0,1,1,0,0,0,0,6
$0.57 ,"$8,400 ",0,63,0,0,0,0,1,0,1,1,9
$0.76 ,"$11,500 ",0,47,0,0,0,0,1,0,0,1,5
$0.03 ,$1 ,1,59,1,0,0,0,0,1,0,0,1
$2.21 ,"$25,000 ",0,57,0,0,0,0,1,0,0,1,6
$10.88 ,"$105,845 ",0,54,1,0,0,0,1,0,1,1,6
$0.08 ,$53 ,0,57,1,0,1,0,0,1,1,0,5
$1.43 ,$66 ,0,58,1,0,1,0,0,1,1,0,7
$0.49 ,$20 ,0,55,0,0,1,0,0,1,1,0,1
$0.99 ,"$12,070 ",0,49,1,0,0,1,1,0,1,1,6
$2.32 ,"$12,000 ",0,56,0,0,0,0,1,0,0,1,6
$2.13 ,"$20,000 ",0,58,1,0,1,0,1,0,0,1,8
$0.25 ,"$5,000 ",0,47,0,0,0,0,1,0,1,1,4
$0.98 ,"$8,000 ",0,54,1,0,1,0,1,0,0,1,1
$0.01 ,$0 ,0,57,1,0,0,0,1,0,0,1,4
$1.28 ,"$6,696 ",0,57,1,0,1,0,1,1,0,1,5
$1.18 ,"$22,000 ",0,54,1,0,0,0,1,0,1,1,5
$0.17 ,$12 ,0,58,0,0,0,0,0,1,0,0,1
$1.41 ,"$42,825 ",0,65,0,0,0,0,1,0,1,1,8
$0.14 ,$7 ,0,65,0,0,0,0,0,1,1,0,3
$1.67 ,"$8,085 ",1,46,1,0,0,1,0,0,1,0,7
$1.46 ,"$6,236 ",0,56,1,0,0,1,0,1,1,0,8
$1.34 ,"$20,300 ",1,55,1,0,1,0,1,0,1,1,6
$0.82 ,"$42,484 ",0,59,1,0,0,0,1,1,1,1,3
$0.11 ,$10 ,0,62,1,0,0,0,0,1,1,0,6
$1.59 ,"$18,327 ",1,60,1,0,0,0,1,0,0,1,0
$0.59 ,$51 ,0,49,1,0,1,0,1,1,1,1,5
$2.08 ,"$54,982 ",0,47,0,0,1,0,1,0,0,1,6
$0.72 ,$79 ,0,60,1,0,1,0,0,1,1,0,11
$1.38 ,$558 ,0,50,1,0,0,1,0,0,1,0,8
$0.30 ,$199 ,0,58,1,0,0,0,0,1,0,0,9
$4.35 ,"$4,051 ",0,59,1,0,0,0,0,1,1,0,7
$0.27 ,$140 ,0,49,0,0,0,0,0,1,0,0,6
$0.14 ,$16 ,1,53,1,0,1,0,0,1,0,0,8
$6.01 ,"$5,693 ",0,46,1,0,0,1,0,1,1,0,4
$2.88 ,"$3,505 ",0,58,1,0,1,1,0,0,0,0,3
$2.39 ,"$27,000 ",0,48,1,0,0,0,1,0,0,1,6
$0.59 ,$56 ,0,48,0,0,0,0,1,1,1,0,7
$0.20 ,$40 ,0,50,0,0,0,0,0,1,1,0,6
$0.14 ,$100 ,0,47,0,0,1,0,0,1,1,0,5
$0.36 ,$30 ,0,59,1,0,1,0,0,1,1,0,10
$0.51 ,"$1,010 ",0,48,0,0,0,0,0,1,0,0,8
$0.58 ,"$15,560 ",1,58,1,0,1,0,1,0,0,1,0
$1.38 ,"$5,000 ",0,50,1,0,1,1,0,0,1,0,9
$0.94 ,"$21,950 ",0,58,1,0,0,0,1,0,1,1,8
$2.74 ,"$28,000 ",1,48,1,0,1,0,1,0,1,1,4
$0.40 ,"$11,049 ",0,56,1,0,1,0,1,1,1,1,5
$0.14 ,$5 ,0,59,0,0,1,0,0,1,1,0,9
$0.65 ,"$3,706 ",0,58,1,0,0,1,0,0,1,0,6
$0.50 ,$15 ,0,59,1,0,1,0,0,1,0,0,11
$0.34 ,$75 ,0,58,1,0,1,0,0,1,1,0,10
$0.28 ,$46 ,0,50,0,0,0,0,0,1,1,0,4
$0.69 ,"$11,600 ",0,61,1,0,1,0,1,0,1,1,3
$1.79 ,"$48,025 ",0,48,1,0,0,0,1,0,0,1,6
$0.86 ,"$18,000 ",0,56,0,0,1,0,1,0,1,1,4
$0.45 ,$188 ,0,46,1,0,1,0,1,1,1,0,4
$0.34 ,"$75,000 ",1,52,1,0,0,0,1,0,0,1,4
$0.53 ,$30 ,0,54,0,0,1,0,0,1,1,0,2
$2.77 ,"$15,000 ",0,63,0,0,0,0,1,0,1,1,7
$2.12 ,"$14,246 ",0,49,1,0,0,0,1,1,0,1,8
$6.34 ,"$4,000 ",0,63,0,0,0,0,0,1,1,0,6
$0.20 ,$10 ,0,59,1,0,0,0,0,1,0,0,6
$0.16 ,$9 ,0,53,1,0,1,0,0,1,0,0,7
$0.27 ,$45 ,0,48,1,0,1,0,0,1,1,0,4
$0.66 ,$81 ,0,57,1,0,0,0,0,1,1,0,15
$0.33 ,"$1,125 ",0,50,1,0,1,1,0,0,1,0,10
$4.60 ,"$14,111 ",0,23,1,0,0,1,0,1,0,0,4
$0.99 ,"$19,400 ",0,32,1,0,0,0,1,0,0,1,4
$1.56 ,$151 ,0,32,1,0,0,0,0,1,1,0,5
$0.91 ,"$1,750 ",0,34,1,0,0,1,0,0,1,0,3
$3.38 ,"$2,272 ",0,34,1,0,0,1,0,1,1,0,5
$0.71 ,"$14,230 ",0,26,1,1,0,1,0,0,0,1,8
$1.76 ,"$12,000 ",0,30,0,0,1,0,1,0,0,1,3
$1.78 ,"$7,521 ",0,31,1,0,0,1,0,0,1,0,4
$0.23 ,$30 ,0,33,0,0,0,0,0,1,0,0,3
$0.51 ,$40 ,0,28,1,0,0,0,0,1,0,0,5
$6.14 ,"$55,706 ",0,29,0,0,0,0,1,0,0,1,7
$1.63 ,"$1,032 ",0,31,0,0,0,0,0,1,1,0,4
$0.66 ,"$4,098 ",0,31,1,0,0,1,0,0,1,0,2
$1.62 ,"$37,753 ",0,43,0,0,0,0,1,0,0,1,8
$0.83 ,"$5,400 ",0,44,1,0,0,0,1,0,1,1,5
$0.99 ,$187 ,0,37,1,0,0,0,0,1,1,0,3
$5.44 ,"$6,294 ",0,37,1,0,0,1,0,0,1,0,5
$3.43 ,"$4,280 ",0,37,1,0,0,1,0,0,0,0,4
$4.47 ,"$5,210 ",0,37,1,0,0,0,1,0,1,1,6
$3.73 ,"$2,398 ",0,36,1,0,1,1,0,1,1,0,8
$2.05 ,"$2,186 ",0,44,1,1,0,0,1,1,1,1,15
$2.91 ,"$2,989 ",0,40,1,0,1,1,0,1,0,0,5
$1.01 ,"$5,830 ",0,39,1,0,0,1,0,0,1,0,8
$2.08 ,$644 ,0,44,1,1,1,1,0,1,1,1,8
$0.63 ,"$3,413 ",0,40,1,1,0,1,0,0,1,1,9
$3.08 ,"$4,285 ",0,44,1,0,0,1,0,0,1,0,6
$0.27 ,$14 ,0,42,1,0,1,0,0,1,0,0,3
$2.28 ,"$5,734 ",0,45,0,0,0,1,0,0,1,0,3
$0.40 ,$50 ,0,36,1,0,0,0,0,1,1,0,2
$15.15 ,"$10,231 ",0,38,1,1,0,1,0,0,1,1,7
$1.06 ,"$2,106 ",0,36,1,0,1,1,0,0,1,0,6
$2.16 ,$131 ,0,36,1,0,1,0,0,1,1,0,4
$0.02 ,$2 ,0,63,0,1,0,0,0,0,1,1,3
$4.22 ,"$4,050 ",0,51,1,0,0,1,1,0,0,0,2
$7.95 ,"$20,277 ",0,47,1,0,1,0,1,1,1,1,7
$3.71 ,"$3,478 ",0,56,1,0,0,1,0,0,1,0,5
$1.44 ,"$2,260 ",0,46,1,0,0,1,0,0,1,0,9
$1.04 ,"$47,059 ",0,56,0,0,0,0,1,0,0,1,0
$1.23 ,"$40,307 ",0,59,1,0,0,0,1,0,0,1,2
$0.30 ,$45 ,0,55,1,0,1,0,1,1,1,0,8
$1.10 ,"$21,879 ",0,62,1,0,1,0,1,1,1,1,2
$3.83 ,"$37,050 ",0,64,1,0,0,0,1,0,0,1,3
$1.80 ,"$14,428 ",0,61,1,0,0,0,1,1,1,1,5
$6.44 ,"$31,200 ",0,46,1,0,0,0,1,0,0,1,8
$3.04 ,"$16,470 ",0,61,1,0,1,0,1,0,0,1,8
$0.97 ,"$40,050 ",0,65,1,0,1,0,1,1,1,1,2
$2.88 ,"$40,000 ",0,58,1,0,0,0,1,0,0,1,0
$0.25 ,$30 ,0,54,1,0,0,0,0,1,1,0,7
$0.94 ,"$4,845 ",1,64,1,0,0,1,0,0,1,0,5
$2.22 ,"$4,650 ",0,55,1,0,0,1,0,0,0,0,9
$1.44 ,$554 ,0,60,1,0,0,1,0,1,1,0,2
$0.56 ,$132 ,0,58,1,0,1,0,0,1,1,0,1
$1.10 ,"$10,562 ",0,59,0,0,0,0,1,0,0,1,3
$1.79 ,"$22,000 ",0,63,1,0,0,0,1,0,0,1,5
$6.45 ,"$21,500 ",0,58,1,0,0,0,1,0,1,1,5
$3.32 ,"$2,838 ",0,52,1,0,0,1,0,1,1,0,1
$1.59 ,"$36,500 ",1,49,0,0,1,0,1,0,1,1,2
$11.73 ,"$10,000 ",0,52,1,0,0,1,0,0,1,0,1
$0.46 ,$20 ,0,62,1,0,1,0,0,1,0,0,10
$1.99 ,"$1,176 ",0,63,1,0,0,1,1,1,1,0,2
$0.92 ,"$10,937 ",0,58,0,0,0,0,1,0,1,1,8
$4.49 ,"$1,801 ",0,53,1,0,0,1,1,0,1,0,0
$0.40 ,"$30,113 ",1,50,1,0,1,0,1,1,0,1,7
$2.27 ,"$6,088 ",0,60,1,0,0,1,0,1,0,0,2
$0.74 ,$53 ,0,48,1,0,0,0,0,1,1,0,7
$0.25 ,$20 ,0,62,1,0,0,0,0,1,1,0,10
$0.55 ,$40 ,0,56,0,0,0,0,0,1,1,0,9
$0.87 ,"$7,000 ",0,33,1,0,0,0,1,0,1,1,6
$2.50 ,$158 ,1,28,1,0,0,0,0,1,0,0,1
$4.21 ,"$2,000 ",0,35,1,0,0,1,0,0,1,0,8
$2.67 ,$152 ,0,33,1,0,0,0,0,1,0,0,5
$3.18 ,"$40,693 ",0,42,1,0,0,0,1,0,1,1,9
$4.20 ,"$8,088 ",0,41,1,0,0,1,0,1,1,0,9
$2.12 ,"$45,684 ",0,40,1,0,0,0,1,0,1,1,3
$1.82 ,"$5,118 ",0,45,1,0,1,0,0,1,1,0,8
$2.08 ,"$76,632 ",0,43,1,0,0,0,1,0,1,1,4
$4.90 ,"$10,842 ",1,39,0,0,0,0,0,1,1,0,5
$3.13 ,"$30,875 ",0,44,0,0,1,0,1,0,1,1,4
$0.72 ,"$8,510 ",0,55,0,0,0,0,1,1,0,1,4
$0.25 ,"$20,000 ",0,54,1,0,0,0,1,0,0,1,0
$3.05 ,"$30,000 ",0,48,1,0,0,0,1,0,1,1,0
$1.21 ,"$8,000 ",0,49,1,0,0,0,1,0,0,1,0
$7.38 ,"$1,929 ",0,55,1,0,0,1,0,1,1,0,7
$1.02 ,"$33,278 ",0,52,1,0,1,0,1,0,1,1,0
$1.70 ,"$35,196 ",0,60,1,0,0,0,1,1,0,1,5
$1.51 ,$235 ,1,65,0,0,1,0,0,1,1,0,1
$16.44 ,"$5,000 ",0,56,1,0,1,0,0,1,1,0,2
$0.06 ,$41 ,0,49,1,1,1,0,1,1,0,1,16
$1.28 ,"$41,800 ",0,48,0,0,1,0,1,0,1,1,3
$0.47 ,"$12,300 ",1,51,0,0,0,1,1,0,0,1,4
$1.17 ,$93 ,0,57,0,0,0,0,0,1,1,0,2
$0.12 ,$160 ,0,60,1,0,1,0,0,1,1,0,6
$2.76 ,"$3,103 ",0,53,1,0,0,1,0,1,0,0,8
$0.55 ,"$2,000 ",0,54,1,1,0,1,0,0,0,1,15
$2.20 ,"$13,996 ",0,46,1,0,0,0,0,1,1,0,7
$7.13 ,"$34,249 ",0,33,0,0,0,0,1,0,0,1,0
$1.95 ,"$8,386 ",0,33,1,0,0,1,0,0,1,0,9
$2.31 ,"$13,563 ",1,34,1,0,0,1,0,0,1,0,6
$0.88 ,"$22,263 ",0,35,1,0,1,0,1,1,0,1,1
$0.13 ,$7 ,1,28,1,0,0,0,0,1,0,0,6
$0.43 ,$217 ,0,41,1,0,0,0,0,1,0,0,11
$8.65 ,"$21,256 ",1,42,1,0,1,1,0,0,0,0,2
$1.52 ,"$3,487 ",0,37,1,0,0,1,0,0,1,0,3
$1.87 ,"$15,000 ",0,65,1,0,1,0,1,0,0,1,1
$1.70 ,$406 ,1,48,1,0,0,0,0,1,1,0,5
$0.37 ,$238 ,0,49,1,0,1,0,0,1,1,0,5
$6.26 ,"$12,644 ",0,53,1,0,0,1,0,0,0,0,4
$0.74 ,"$6,770 ",0,46,1,0,0,0,1,1,1,1,3
$0.65 ,$100 ,0,52,1,0,1,0,1,1,1,0,3
$0.76 ,$100 ,0,50,1,1,0,0,1,1,0,1,11
$6.66 ,"$6,000 ",0,48,1,0,0,1,0,0,1,0,6
$4.49 ,"$4,502 ",0,51,1,0,0,1,0,1,1,0,15
$0.59 ,"$11,000 ",0,25,1,0,0,0,1,0,1,1,3
$0.07 ,$30 ,0,32,1,0,0,0,0,1,1,0,6
$1.51 ,"$19,241 ",0,29,0,0,0,0,1,0,1,1,4
$1.29 ,"$50,081 ",0,35,1,0,0,0,1,0,1,1,7
$0.92 ,"$10,842 ",1,33,1,0,0,0,1,1,1,1,5
$1.54 ,"$4,301 ",1,33,1,0,0,1,0,1,1,0,8
$0.61 ,"$24,627 ",0,35,1,0,0,0,1,1,0,1,6
$11.35 ,"$49,200 ",0,31,1,0,0,0,1,0,1,1,7
$0.67 ,$9 ,0,34,1,0,0,0,0,1,0,0,15
$1.54 ,$70 ,1,28,1,0,0,0,0,1,1,0,6
$0.69 ,"$35,000 ",0,29,1,0,0,0,1,0,0,1,5
$5.91 ,"$2,310 ",0,30,1,0,1,1,0,1,1,0,8
$1.03 ,"$2,000 ",0,26,1,0,0,1,0,0,1,0,6
$2.17 ,"$16,369 ",1,33,1,0,0,0,1,1,0,1,4
$2.06 ,"$1,563 ",0,27,1,0,0,1,0,0,0,0,2
$2.56 ,"$35,132 ",0,31,1,0,0,0,1,1,0,1,4
$11.47 ,"$13,500 ",0,31,1,0,0,1,0,1,0,0,9
$7.28 ,"$5,450 ",0,31,1,0,1,1,0,0,0,0,8
$0.60 ,"$1,000 ",0,34,0,0,1,1,0,0,1,0,1
$0.80 ,"$6,299 ",0,34,1,1,0,1,0,0,0,1,5
$2.31 ,"$3,035 ",1,34,1,0,1,1,0,1,1,0,7
$3.46 ,"$13,852 ",0,31,1,0,1,1,0,1,0,0,7
$1.70 ,"$4,069 ",0,33,1,0,0,1,0,0,1,0,8
$0.54 ,$307 ,0,27,1,0,0,0,0,1,0,0,1
$2.26 ,"$2,533 ",0,32,1,0,0,1,0,1,1,0,6
$10.24 ,"$8,304 ",0,27,1,0,0,1,0,0,1,0,3
$2.12 ,$51 ,0,35,0,0,0,0,0,1,1,0,5
$0.13 ,$95 ,0,26,1,0,0,0,0,1,0,0,5
$0.09 ,$3 ,0,28,1,0,0,0,0,1,1,0,7
$0.18 ,$9 ,0,31,1,0,0,0,0,1,0,0,1
$5.77 ,"$14,855 ",0,34,1,0,1,1,1,1,1,0,7
$1.01 ,$215 ,0,28,1,0,0,0,0,1,0,0,6
$4.47 ,"$85,000 ",0,29,0,0,0,0,1,0,1,1,8
$0.19 ,$56 ,0,31,1,0,0,0,0,1,1,0,6
$0.58 ,$100 ,0,28,0,0,1,0,0,1,1,0,1
$0.92 ,"$33,247 ",0,40,1,0,1,1,1,0,0,1,4
$6.95 ,"$20,000 ",0,36,1,0,0,1,1,0,0,1,4
$1.46 ,"$30,000 ",0,41,1,0,0,0,1,0,1,1,6
$5.15 ,"$19,843 ",0,44,0,0,0,0,1,0,1,1,5
$7.18 ,"$5,889 ",0,38,1,0,1,1,0,1,1,0,8
$1.33 ,"$5,389 ",1,40,1,0,0,1,0,0,1,0,5
$1.02 ,"$30,000 ",0,44,1,0,0,0,1,0,1,1,7
$0.52 ,"$9,400 ",0,41,0,0,1,0,1,0,0,1,4
$0.68 ,$903 ,1,39,0,0,0,1,0,0,1,0,4
$0.47 ,"$25,000 ",0,41,0,0,0,0,1,0,0,1,3
$1.66 ,"$55,296 ",0,42,1,0,0,1,1,0,0,1,8
$1.86 ,"$16,685 ",0,43,1,0,0,0,1,0,0,1,0
$0.62 ,$60 ,1,36,1,0,0,0,0,1,1,0,4
$1.32 ,$267 ,0,37,1,0,0,0,0,1,1,0,6
$0.93 ,$551 ,0,37,0,0,0,1,0,0,1,0,4
$1.06 ,$147 ,0,37,0,0,0,0,0,1,0,0,4
$1.73 ,"$1,323 ",0,42,1,0,0,1,0,0,0,0,8
$1.63 ,"$27,000 ",1,43,1,0,0,0,1,0,1,1,7
$1.99 ,"$5,370 ",0,38,1,0,0,0,1,0,1,1,0
$1.40 ,"$21,750 ",0,41,0,0,0,0,1,0,0,1,7
$7.31 ,"$25,500 ",0,38,0,0,0,1,1,0,0,1,5
$0.04 ,$6 ,1,37,0,0,0,0,0,1,1,0,3
$0.52 ,$40 ,0,39,1,0,0,0,0,1,1,0,7
$1.45 ,"$2,584 ",0,40,1,0,0,1,0,0,0,0,8
$6.68 ,"$19,099 ",0,43,1,0,0,1,1,0,1,1,5
$2.55 ,"$65,485 ",0,41,1,0,0,0,1,0,1,1,9
$5.47 ,"$2,318 ",0,37,0,0,0,1,0,1,1,0,5
$9.12 ,"$22,573 ",0,49,1,1,0,1,0,1,0,1,9
$0.95 ,"$2,505 ",0,61,0,1,0,1,1,0,1,1,9
$1.17 ,"$15,000 ",1,46,1,0,0,0,1,0,0,1,0
$1.01 ,"$35,000 ",0,64,1,0,1,0,1,0,1,1,0
$1.51 ,"$1,799 ",0,56,1,0,0,1,0,0,1,0,5
$0.02 ,$1 ,0,48,1,1,1,0,0,0,0,1,3
$1.15 ,"$3,486 ",0,60,1,0,0,1,0,0,1,0,5
$2.16 ,"$58,510 ",0,65,0,0,1,0,1,0,1,1,0
$0.40 ,"$38,614 ",0,48,1,0,0,0,1,1,1,1,5
$1.40 ,"$30,389 ",0,52,1,0,0,0,1,1,1,1,5
$1.73 ,"$28,864 ",0,49,1,0,0,0,1,1,0,1,6
$1.78 ,"$27,303 ",0,46,1,0,0,0,1,1,1,1,5
$2.34 ,"$1,000 ",0,46,1,0,1,1,0,0,1,0,6
$0.88 ,"$71,000 ",0,46,0,0,0,0,1,0,0,1,7
$0.87 ,"$43,155 ",0,56,1,0,0,0,1,0,1,1,0
$0.08 ,$6 ,0,48,1,0,0,0,0,1,0,0,2
$1.89 ,"$38,462 ",0,58,1,0,0,0,1,0,1,1,7
$0.16 ,"$8,000 ",0,50,1,0,0,0,1,0,0,1,5
$2.70 ,"$15,004 ",0,47,0,0,0,0,1,1,1,1,12
$2.32 ,"$5,000 ",0,56,1,0,1,0,0,1,1,0,5
$1.46 ,"$4,931 ",0,51,1,0,0,1,0,0,1,0,5
$8.32 ,"$22,668 ",0,55,1,0,0,1,1,0,1,1,1
$1.21 ,"$32,000 ",0,54,1,0,0,0,1,0,1,1,7
$0.87 ,"$10,000 ",0,59,0,0,0,0,1,0,0,1,0
$0.81 ,"$27,000 ",0,52,0,0,0,0,1,0,0,1,5
$2.66 ,"$34,008 ",0,64,0,0,1,0,1,1,0,1,5
$5.60 ,"$3,608 ",0,47,1,0,0,1,0,1,0,0,3
$0.78 ,"$1,134 ",0,56,1,0,0,1,0,1,1,0,4
$0.12 ,$20 ,0,53,0,0,0,0,0,1,0,0,9
$15.95 ,"$4,700 ",0,50,1,0,0,1,0,0,1,0,5
$0.45 ,$50 ,1,58,0,0,1,0,0,1,1,0,2
$1.16 ,"$5,488 ",0,48,1,0,0,1,0,1,0,0,11
$0.92 ,"$19,090 ",0,58,0,0,0,0,1,0,0,1,4
$1.00 ,"$24,900 ",0,62,1,0,1,0,1,1,0,1,4
$1.10 ,$124 ,1,56,1,0,0,0,0,1,1,0,9
$0.90 ,$125 ,0,55,0,0,1,0,0,1,1,0,15
$4.30 ,"$1,500 ",0,59,0,0,0,1,0,0,1,0,6
$1.12 ,"$17,000 ",0,47,0,0,0,0,1,0,0,1,5
$2.79 ,"$30,000 ",0,47,1,0,0,0,1,0,1,1,7
$2.26 ,"$32,500 ",0,57,1,0,0,0,1,0,0,1,7
$1.53 ,"$34,500 ",0,60,1,0,1,0,1,0,1,1,4
$0.84 ,"$10,150 ",0,50,1,0,0,0,1,0,1,1,4
$0.83 ,"$27,125 ",0,49,0,0,1,1,1,0,0,1,3
$0.72 ,"$22,200 ",0,50,0,0,1,0,1,0,0,1,4
$1.99 ,"$2,000 ",0,49,1,0,1,1,0,0,0,0,5
$1.37 ,"$1,500 ",0,47,1,0,0,1,0,0,0,0,6
$1.73 ,"$1,751 ",0,65,0,0,0,1,0,0,1,0,5
$3.06 ,"$28,000 ",0,61,1,0,0,0,1,0,1,1,0
$1.97 ,"$17,969 ",0,61,1,0,1,0,0,1,1,0,8
$1.84 ,"$31,500 ",0,57,1,0,0,0,1,0,0,1,5
$1.31 ,"$2,862 ",0,51,0,0,0,1,0,0,1,0,9
$3.94 ,"$2,304 ",0,53,1,0,1,1,0,1,0,0,10
$1.25 ,$203 ,0,46,1,0,1,0,0,1,1,0,7
$2.40 ,"$1,850 ",0,24,0,0,1,1,0,0,1,0,3
$0.68 ,$88 ,1,21,0,0,1,0,0,1,1,0,2
$0.31 ,$83 ,0,23,1,0,0,0,0,1,1,0,0
$3.77 ,"$15,000 ",0,35,1,0,0,0,1,0,0,1,0
$1.84 ,"$37,000 ",0,30,1,0,0,0,1,0,1,1,0
$1.10 ,$50 ,0,32,1,0,0,0,0,1,1,0,7
$5.81 ,"$32,474 ",0,31,0,0,0,0,1,0,1,1,4
$1.41 ,"$42,300 ",0,35,1,0,0,0,1,0,1,1,6
$1.91 ,"$47,934 ",0,29,1,0,0,1,1,0,1,1,4
$0.80 ,"$13,500 ",1,27,1,0,1,0,1,0,1,1,3
$1.54 ,"$40,000 ",0,31,0,0,0,0,1,0,1,1,6
$2.60 ,"$8,621 ",0,35,1,0,0,1,0,1,1,0,7
$4.46 ,"$4,717 ",0,28,1,1,0,1,1,1,1,1,6
$0.41 ,"$3,466 ",0,27,1,0,0,1,0,0,1,0,7
$0.55 ,$957 ,0,32,1,0,0,1,0,0,1,0,0
